HAWTHORNE	Ah! One feels a chilliness--not bodily, but about the heart--and, moreover, a foolish dread of looking behind him, after these pastimes. I can imagine precisely how a magician would sit down in gloom and terror after dismissing the shadows that had personated dead or distant people and stripping his cavern of the unreal splendor which had changed it to a palace. And now for a moral to my reverie. Shall it be that, since fancy can create so bright a dream of happiness, it were better to dream on from youth to age than to awake and strive doubtfully for something real? Oh, the slight tissue of a dream can no more preserve us from the stern reality of misfortune than a robe of cobweb could repel the wintry blast. Be this the moral, then: In chaste and warm affections, humble wishes and honest toil for some useful end there is health for the mind and quiet for the heart, the prospect of a happy life and the fairest hope of heaven. THE AMBITIOUS GUEST. One September night a family had gathered round their hearth and piled it high with the driftwood of mountain-streams, the dry cones of the pine, and the splintered ruins of great trees that had come crashing down the precipice. Up the chimney roared the fire, and brightened the room with its broad blaze. The faces of the father and mother had a sober gladness; the children laughed. The eldest daughter was the image of Happiness at seventeen, and the aged grandmother, who sat knitting in the warmest place, was the image of Happiness grown old. They had found the "herb heart's-ease" in the bleakest spot of all New England. This family were situated in the Notch of the White Hills, where the wind was sharp throughout the year and pitilessly cold in the winter, giving their cottage all its fresh inclemency before it descended on the valley of the Saco. They dwelt in a cold spot and a dangerous one, for a mountain towered above their heads so steep that the stones would often rumble down its sides and startle them at midnight.
HAWTHORNE	"There we stand," cried Walter, enthusiastically, "fixed in sunshine for ever. No dark passions can gather on our faces." "No," said Elinor, more calmly; "no dreary change can sadden us." This was said while they were approaching and had yet gained only an imperfect view of the pictures. The painter, after saluting them, busied himself at a table in completing a crayon sketch, leaving his visitors to form their own judgment as to his perfected labors. At intervals he sent a glance from beneath his deep eyebrows, watching their countenances in profile with his pencil suspended over the sketch. They had now stood some moments, each in front of the other's picture, contemplating it with entranced attention, but without uttering a word. At length Walter stepped forward, then back, viewing Elinor's portrait in various lights, and finally spoke. "Is there not a change?" said he, in a doubtful and meditative tone. "Yes; the perception of it grows more vivid the longer I look. It is certainly the same picture that I saw yesterday; the dress, the features, all are the same, and yet something is altered." "Is, then, the picture less like than it was yesterday?" inquired the painter, now drawing near with irrepressible interest. "The features are perfect Elinor," answered Walter, "and at the first glance the expression seemed also hers; but I could fancy that the portrait has changed countenance while I have been looking at it. The eyes are fixed on mine with a strangely sad and anxious expression. Nay, it is grief and terror. Is this like Elinor?"
HAWTHORNE	hereabout. From hence I tread upon firm pavements into the centre of the town. Here there is almost as brilliant an illumination as when some great victory has been won either on the battlefield or at the polls. Two rows of shops with windows down nearly to the ground cast a glow from side to side, while the black night hangs overhead like a canopy, and thus keeps the splendor from diffusing itself away. The wet sidewalks gleam with a broad sheet of red light. The raindrops glitter as if the sky were pouring down rubies. The spouts gush with fire. Methinks the scene is an emblem of the deceptive glare which mortals throw around their footsteps in the moral world, thus bedazzling themselves till they forget the impenetrable obscurity that hems them in, and that can be dispelled only by radiance from above. And, after all, it is a cheerless scene, and cheerless are the wanderers in it. Here comes one who has so long been familiar with tempestuous weather that he takes the bluster of the storm for a friendly greeting, as if it should say, "How fare ye, brother?" He is a retired sea-captain wrapped in some nameless garment of the pea-jacket order, and is now laying his course toward the marine-insurance office, there to spin yarns of gale and shipwreck with a crew of old seadogs like himself. The blast will put in its word among their hoarse voices, and be understood by all of them. Next I meet an unhappy slipshod gentleman with a cloak flung hastily over his shoulders, running a race with boisterous winds and striving to glide between the drops of rain. Some domestic emergency or other has blown this miserable man from his warm fireside in quest of a doctor. See that little vagabond! How carelessly he has taken his stand right underneath a spout while staring at some object of curiosity in a shop-window! Surely the rain is his native element; he must have fallen with it from the clouds, as frogs are supposed to do.
HAWTHORNE	down upon me in mercy!" With that sentiment gushing from my soul, might I not leave all the rest to him? Hark! the hymn! This, at least, is a portion of the service which I can enjoy better than if I sat within the walls, where the full choir and the massive melody of the organ would fall with a weight upon me. At this distance it thrills through my frame and plays upon my heart-strings with a pleasure both of the sense and spirit. Heaven be praised! I know nothing of music as a science, and the most elaborate harmonies, if they please me, please as simply as a nurse's lullaby. The strain has ceased, but prolongs itself in my mind with fanciful echoes till I start from my reverie and find that the sermon has commenced. It is my misfortune seldom to fructify in a regular way by any but printed sermons. The first strong idea which the preacher utters gives birth to a train of thought and leads me onward step by step quite out of hearing of the good man's voice unless he be indeed a son of thunder. At my open window, catching now and then a sentence of the "parson's saw," I am as well situated as at the foot of the pulpit stairs. The broken and scattered fragments of this one discourse will be the texts of many sermons preached by those colleague pastors--colleagues, but often disputants--my Mind and Heart. The former pretends to be a scholar and perplexes me with doctrinal points; the latter takes me on the score of feeling; and both, like several other preachers, spend their strength to very little purpose. I, their sole auditor, cannot always understand them.
HAWTHORNE	step, and a longer one upon the landing-place, and a heavy glance behind as he crossed the threshold of his chamber. He knew, poor man! that the precincts of those four walls would thenceforth be his world--his world, his home, his tomb, at once a dwelling-and a burial-place--till he were borne to a darker and a narrower one. But Rose was with him in the tomb. He leaned upon her in his daily passage from the bed to the chair by the fireside, and back again from the weary chair to the joyless bed--his bed and hers, their marriage-bed--till even this short journey ceased and his head lay all day upon the pillow and hers all night beside it. How long poor Mr. Toothaker was kept in misery! Death seemed to draw near the door, and often to lift the latch, and sometimes to thrust his ugly skull into the chamber, nodding to Rose and pointing at her husband, but still delayed to enter. "This bedridden wretch cannot escape me," quoth Death. "I will go forth and run a race with the swift and fight a battle with the strong, and come back for Toothaker at my leisure." Oh, when the deliverer came so near, in the dull anguish of her worn-out sympathies did she never long to cry, "Death, come in"? But no; we have no right to ascribe such a wish to our friend Rose. She never failed in a wife's duty to her poor sick husband. She murmured not though a glimpse of the sunny sky was as strange to her as him, nor answered peevishly though his complaining accents roused her from sweetest dream only to share his wretchedness. He knew her faith, yet nourished a cankered jealousy; and when the slow disease had chilled all his heart save one lukewarm spot which Death's frozen fingers were searching for, his last words were, "What would my Rose have done for her first love, if she has been so true and kind to a sick old man like me?" And then his poor soul crept away and left the body lifeless, though hardly more so than for years before, and Rose a widow, though in truth it was the wedding-night that widowed her. She felt glad, it must be owned, when Mr. Toothaker was buried, because his corpse had retained such a likeness to the man half alive that she hearkened for the sad murmur of his voice bidding her shift his pillow. But all through the next winter, though the grave had held him
HAWTHORNE	dust. With such a place, though the tumult of the city rolls beneath its tower, one would be willing to connect some legendary interest. The marriage might be considered as the result of an early engagement, though there had been two intermediate weddings on the lady's part and forty years of celibacy on that of the gentleman. At sixty-five Mr. Ellenwood was a shy but not quite a secluded man; selfish, like all men who brood over their own hearts, yet manifesting on rare occasions a vein of generous sentiment; a scholar throughout life, though always an indolent one, because his studies had no definite object either of public advantage or personal ambition; a gentleman, high-bred and fastidiously delicate, yet sometimes requiring a considerable relaxation in his behalf of the common rules of society. In truth, there were so many anomalies in his character, and, though shrinking with diseased sensibility from public notice, it had been his fatality so often to become the topic of the day by some wild eccentricity of conduct, that people searched his lineage for a hereditary taint of insanity. But there was no need of this. His caprices had their origin in a mind that lacked the support of an engrossing purpose, and in feelings that preyed upon themselves for want of other food. If he were mad, it was the consequence, and not the cause, of an aimless and abortive life. The widow was as complete a contrast to her third bridegroom in everything but age as can well be conceived. Compelled to relinquish her first engagement, she had been united to a man of twice her own years, to whom she became an exemplary wife, and by whose death she was left in possession of a splendid fortune. A Southern gentleman considerably younger than herself succeeded to her hand and carried her to Charleston, where after many uncomfortable years she found herself again a widow. It would have been singular if any uncommon delicacy of feeling had survived through such a life as Mrs. Dabney's; it could not but be crushed and killed by her early disappointment, the cold duty of her first marriage, the dislocation of the heart's principles consequent on a second union, and the unkindness of her Southern husband, which had inevitably driven her to connect the idea
HAWTHORNE	of the storm and sings a familiar lullaby even in the wildest shriek of the December blast. Now look we forth again and see how much of his task the storm-spirit has done. Slow and sure! He has the day--perchance the week--before him, and may take his own time to accomplish Nature's burial in snow. A smooth mantle is scarcely yet thrown over the withered grass-plat, and the dry stalks of annuals still thrust themselves through the white surface in all parts of the garden. The leafless rose-bushes stand shivering in a shallow snowdrift, looking, poor things! as disconsolate as if they possessed a human consciousness of the dreary scene. This is a sad time for the shrubs that do not perish with the summer. They neither live nor die; what they retain of life seems but the chilling sense of death. Very sad are the flower-shrubs in midwinter. The roofs of the houses are now all white, save where the eddying wind has kept them bare at the bleak corners. To discern the real intensity of the storm, we must fix upon some distant object--as yonder spire--and observe how the riotous gust fights with the descending snow throughout the intervening space. Sometimes the entire prospect is obscured; then, again, we have a distinct but transient glimpse of the tall steeple, like a giant's ghost; and now the dense wreaths sweep between, as if demons were flinging snowdrifts at each other in mid-air. Look next into the street, where we have an amusing parallel to the combat of those fancied demons in the upper regions. It is a snow-battle of schoolboys. What a pretty satire on war and military glory might be written in the form of a child's story by describing the snow-ball fights of two rival schools, the alternate defeats and victories of each, and the final triumph of one party, or perhaps of neither! What pitched battles worthy to be chanted in Homeric strains! What storming of fortresses built all of massive snow-blocks! What feats of individual prowess and embodied onsets of martial enthusiasm! And when some well-contested and decisive victory had put a period to the war, both armies should unite to build a lofty monument of snow upon the battlefield and crown it with the victor's statue hewn of the same frozen marble. In a few days or weeks
HAWTHORNE	But while the bystanders were attempting to lead away the unfortunate young man he broke from them and with a wild, impassioned earnestness offered a new and equally strange petition to Lady Eleanore. It was no other than that she should throw off the mantle, which while he pressed the silver cup of wine upon her she had drawn more closely around her form, so as almost to shroud herself within it. "Cast it from you," exclaimed Jervase Helwyse, clasping his hands in an agony of entreaty. "It may not yet be too late. Give the accursed garment to the flames." But Lady Eleanore, with a laugh of scorn, drew the rich folds of the embroidered mantle over her head in such a fashion as to give a completely new aspect to her beautiful face, which, half hidden, half revealed, seemed to belong to some being of mysterious character and purposes. "Farewell, Jervase Helwyse!" said she. "Keep my image in your remembrance as you behold it now." "Alas, lady!" he replied, in a tone no longer wild, but sad as a funeral-bell; "we must meet shortly when your face may wear another aspect, and that shall be the image that must abide within me." He made no more resistance to the violent efforts of the gentlemen and servants who almost dragged him out of the apartment and dismissed him roughly from the iron gate of the province-house. Captain Langford, who had been very active in this affair, was returning to the presence of Lady Eleanore Rochcliffe, when he encountered the physician, Dr. Clarke, with whom he had held some casual talk on the day of her arrival. The doctor stood apart, separated from Lady Eleanore by the width of the room, but eying her with such keen sagacity that Captain Langford involuntarily gave him credit for the discovery of some deep secret.
HAWTHORNE	The sunshine has now passed from my hermitage, except a gleam upon the sand just where it meets the sea. A crowd of gloomy fantasies will come and haunt me if I tarry longer here in the darkening twilight of these gray rocks. This is a dismal place in some moods of the mind. Climb we, therefore, the precipice, and pause a moment on the brink gazing down into that hollow chamber by the deep where we have been what few can be--sufficient to our own pastime. Yes, say the word outright: self-sufficient to our own happiness. How lonesome looks the recess now, and dreary too, like all other spots where happiness has been! There lies my shadow in the departing sunshine with its head upon the sea. I will pelt it with pebbles. A hit! a hit! I clap my hands in triumph, and see my shadow clapping its unreal hands and claiming the triumph for itself. What a simpleton must I have been all day, since my own shadow makes a mock of my fooleries! Homeward! homeward! It is time to hasten home. It is time--it is time; for as the sun sinks over the western wave the sea grows melancholy and the surf has a saddened tone. The distant sails appear astray and not of earth in their remoteness amid the desolate waste. My spirit wanders forth afar, but finds no resting-place and comes shivering back. It is time that I were hence. But grudge me not the day that has been spent in seclusion which yet was not solitude, since the great sea has been my companion, and the little sea-birds my friends, and the wind has told me his secrets, and airy shapes have flitted around me in my hermitage. Such companionship works an effect upon a man's character as if he had been admitted to the society of creatures that are not mortal. And when, at noontide, I tread the crowded streets, the influence of this day will still be felt; so that I shall walk among men kindly and as a brother, with affection and sympathy, but yet shall not melt into the indistinguishable mass of humankind. I shall think my own thoughts and feel my own emotions and possess my individuality unviolated.
HAWTHORNE	contortions of face and body. When Dr. Byles beheld this figure on the staircase, he shivered as with an ague, but continued to watch him steadfastly until the gouty gentleman had reached the threshold, made a gesture of anguish and despair and vanished into the outer gloom, whither the funeral music summoned him. "Governor Belcher--my old patron--in his very shape and dress!" gasped Dr. Byles. "This is an awful mockery." "A tedious foolery, rather," said Sir William Howe, with an air of indifference. "But who were the three that preceded him?" "Governor Dudley, a cunning politician; yet his craft once brought him to a prison," replied Colonel Joliffe. "Governor Shute, formerly a colonel under Marlborough, and whom the people frightened out of the province, and learned Governor Burnett, whom the legislature tormented into a mortal fever." "Methinks they were miserable men--these royal governors of Massachusetts," observed Miss Joliffe. "Heavens! how dim the light grows!" It was certainly a fact that the large lamp which illuminated the staircase now burned dim and duskily; so that several figures which passed hastily down the stairs and went forth from the porch appeared rather like shadows than persons of fleshly substance. Sir William Howe and his guests stood at the doors of the contiguous apartments watching the progress of this singular pageant with various emotions of anger, contempt or half-acknowledged fear, but still with an anxious curiosity. The shapes which now seemed hastening to join the mysterious procession were recognized rather by striking peculiarities of dress or broad characteristics of manner than by any perceptible resemblance of features to their prototypes. Their faces, indeed, were invariably kept in deep shadow, but Dr. Byles and other gentlemen who had long been familiar with the successive rulers of the province were heard to whisper the names of Shirley, of Pownall, of Sir Francis Bernard and of the well-remembered Hutchinson, thereby confessing that the actors, whoever they might be, in this spectral march of governors had succeeded in putting on some distant portraiture of the real personages. As they vanished from the door, still did these shadows toss their arms into the gloom of night with a
HAWTHORNE	"It is a bill of the Suffolk Bank," said I, "and better than the specie." As the beggar had nothing to object, he now produced a small buff leather bag tied up carefully with a shoe-string. When this was opened, there appeared a very comfortable treasure of silver coins of all sorts and sizes, and I even fancied that I saw gleaming among them the golden plumage of that rare bird in our currency the American eagle. In this precious heap was my bank-note deposited, the rate of exchange being considerably against me. His wants being thus relieved, the destitute man pulled out of his pocket an old pack of greasy cards which had probably contributed to fill the buff leather bag in more ways than one. "Come!" said he; "I spy a rare fortune in your face, and for twenty-five cents more I'll tell you what it is." I never refuse to take a glimpse into futurity; so, after shuffling the cards and when the fair damsel had cut them, I dealt a portion to the prophetic beggar. Like others of his profession, before predicting the shadowy events that were moving on to meet me he gave proof of his preternatural science by describing scenes through which I had already passed. Here let me have credit for a sober fact. When the old man had read a page in his book of fate, he bent his keen gray eyes on mine and proceeded to relate in all its minute particulars what was then the most singular event of my life. It was one which I had no purpose to disclose till the general unfolding of all secrets, nor would it be a much stranger instance of inscrutable knowledge or fortunate conjecture if the beggar were to meet me in the street today and repeat word for word the page which I have here written.
HAWTHORNE	of his death with that of her comfort. To be brief, she was that wisest but unloveliest variety of woman, a philosopher, bearing troubles of the heart with equanimity, dispensing with all that should have been her happiness and making the best of what remained. Sage in most matters, the widow was perhaps the more amiable for the one frailty that made her ridiculous. Being childless, she could not remain beautiful by proxy in the person of a daughter; she therefore refused to grow old and ugly on any consideration; she struggled with Time, and held fast her roses in spite of him, till the venerable thief appeared to have relinquished the spoil as not worth the trouble of acquiring it. The approaching marriage of this woman of the world with such an unworldly man as Mr. Ellenwood was announced soon after Mrs. Dabney's return to her native city. Superficial observers, and deeper ones, seemed to concur in supposing that the lady must have borne no inactive part in arranging the affair; there were considerations of expediency which she would be far more likely to appreciate than Mr. Ellenwood, and there was just the specious phantom of sentiment and romance in this late union of two early lovers which sometimes makes a fool of a woman who has lost her true feelings among the accidents of life. All the wonder was how the gentleman, with his lack of worldly wisdom and agonizing consciousness of ridicule, could have been induced to take a measure at once so prudent and so laughable. But while people talked the wedding-day arrived. The ceremony was to be solemnized according to the Episcopalian forms and in open church, with a degree of publicity that attracted many spectators, who occupied the front seats of the galleries and the pews near the altar and along the broad aisle. It had been arranged, or possibly it was the custom of the day, that the parties should proceed separately to church. By some accident the bridegroom was a little less punctual than the widow and her bridal attendants, with whose arrival, after this tedious but necessary preface, the action of our tale may be said to commence.
